field1,field2,field3,field4,_GC_TYPE,_CLEANADDR,_X,_Y
6,,,,,,127.09784302001700,37.54158880042610
11,,,,,,127.09784773008400,37.54519279311580
12,,,,,,127.09784890773200,37.546093790943600
10,,,,,,127.09897930695300,37.545191850033700
13,,,,,,127.09897573347000,37.54248885581470
9,,,,,,127.0989745424150,37.54158785746590
14,,,,,,127.0989733514140,37.540686858979400
15,,,,,,127.10010486014300,37.54068590520780
18,,,,,,127.10123880534100,37.542486937305500
16,,,,,,127.10123758705300,37.5415859390188
22,,,,,,127.10123636881900,37.540684940594300
21,,,,,,127.10237650154200,37.546990950994600
17,,,,,,127.10237526936300,37.5460899534288
23,,,,,,127.10237403723900,37.545188955725100
20,,,,,,127.10237280517000,37.544287957883600
19,,,,,,127.10237157315500,37.54338695990420
1,,,,,,127.10237034119600,37.54248596178690
2,,,,,,127.10350810543400,37.546989964473900
3,,,,,,127.10350685963500,37.54608896694000
4,,,,,,127.10350561389200,37.54518796926820
5,,,,,,127.10350436820500,37.544286971458600
7,,,,,,127.10350312257200,37.54338597351110
8,,,,,,127.10464096874500,37.54788996447260
6,,,,,,127.10463970927100,37.54698896710880
11,,,,,,127.10463844985200,37.5460879696071
12,,,,,,127.10463719049000,37.545186971967600
10,,,,,,127.10463593118400,37.544285974190200
13,,,,,,127.10577258614500,37.547888956230400
9,,,,,,127.10577131305100,37.546987958899200
14,,,,,,127.1057700400130,37.546086961430200
15,,,,,,127.10576876703100,37.54518596382330
18,,,,,,127.10690677709100,37.549689931326400
16,,,,,,127.10690549026200,37.54878893430390
22,,,,,,127.1069042034890,37.54788793714350
21,,,,,,127.10690291677400,37.546986939845300
17,,,,,,127.10690163011700,37.54608594240920
23,,,,,,127.10803972212900,37.55058989817950
20,,,,,,127.10803842162000,37.549688901328100
19,,,,,,127.10803452044100,37.54698590994700
1,,,,,,127.10803322016300,37.54608491254420
2,,,,,,127.10917138022200,37.550588857302100
3,,,,,,127.10917006609100,37.549687860484500
4,,,,,,127.10916875201800,37.54878686352900
5,,,,,,127.10916743800400,37.54788586643560
7,,,,,,127.11030834986000,37.55419179133480
8,,,,,,127.1103030382560,37.55058780557900
6,,,,,,127.11030171050300,37.54968680879540
11,,,,,,127.11030038280900,37.54878581187390
12,,,,,,127.07520079913800,37.52989238429810
10,,,,,,127.07520170371900,37.530793385005500
13,,,,,,127.07520351300300,37.532595386006800
9,,,,,,127.07520441770500,37.53349638630070
14,,,,,,127.07633581851400,37.53349566039820
15,,,,,,127.07633490020100,37.53259466012780
18,,,,,,127.07746628735900,37.53259392340990
16,,,,,,127.0785976744760,37.53259317585330
22,,,,,,127.07859672898400,37.53169217549300
21,,,,,,127.0797290615500,37.53259241745780
17,,,,,,127.07972810244800,37.531691417122100
23,,,,,,127.08085947587000,37.53169064791270
20,,,,,,127.08199084924800,37.53168986786480
19,,,,,,127.08198986297000,37.53078886744130
1,,,,,,127.08312222258200,37.53168907697850
2,,,,,,127.08425359587200,37.53168827525370
3,,,,,,127.08425765031000,37.53529227536310
4,,,,,,127.08425663663300,37.534391275542500
5,,,,,,127.08425562300100,37.533490275584000
7,,,,,,127.08425460941400,37.53258927548780
8,,,,,,127.08538907799900,37.53529146269460
6,,,,,,127.08538496911700,37.53168746269040
11,,,,,,127.08538702346600,37.533489462968200
12,,,,,,127.08538599626900,37.53258846289820
10,,,,,,127.08651842388600,37.5334886395132
13,,,,,,127.08651738307700,37.53258763946990
9,,,,,,127.08651634231600,37.531686639288700
14,,,,,,127.08764982425900,37.533487805219000
15,,,,,,127.08764876984000,37.53258680520270
18,,,,,,127.088782292662,37.53438795993690
16,,,,,,127.08878122458500,37.53348696008570
22,,,,,,127.08991370655200,37.53438710393680
21,,,,,,127.08991262486400,37.53348610411330
17,,,,,,127.08312722268700,37.53619407690030
23,,,,,,127.0831282228410,37.53709507647110
20,,,,,,127.08425866403300,37.53619327504580
19,,,,,,127.08425967780000,37.53709427459070
1,,,,,,127.08539010533300,37.53619246235110
2,,,,,,127.0853911327140,37.53709346186980
3,,,,,,127.08652154658800,37.53619163881620
4,,,,,,127.08652258758200,37.5370926383082
5,,,,,,127.08765404240300,37.53709180390610
7,,,,,,127.08765509705700,37.537992803233300
8,,,,,,127.08878656544500,37.53799195796330
6,,,,,,127.08878549717800,37.53709095866350
11,,,,,,127.08991695190500,37.53709010258020
12,,,,,,127.06615082248500,37.53079880148950
10,,,,,,127.06728218277000,37.530798162362500
13,,,,,,127.06728299212500,37.53169916308660
9,,,,,,127.06728380151700,37.532600163672900
14,,,,,,127.06728461094500,37.53350116412130
15,,,,,,127.06728542040900,37.534402164432000
18,,,,,,127.06841601202400,37.53350051409310
16,,,,,,127.06841683509900,37.53440151438270
22,,,,,,127.06841765821000,37.53530251453450
21,,,,,,127.06954824975200,37.53440085349390
17,,,,,,127.06954908647500,37.535301853624300
23,,,,,,127.07067966436800,37.5344001817655
20,,,,,,127.071811078946,37.53439949919760
19,,,,,,127.07294161596600,37.533497805588200
1,,,,,,127.07294249348600,37.534398805790200
2,,,,,,127.0695515968700,37.53800485318850
3,,,,,,127.06955243374200,37.53890585276760
4,,,,,,127.07068476694800,37.53980618035010
5,,,,,,127.0706839164230,37.53890518093060
7,,,,,,127.07068306593700,37.53800418137320
8,,,,,,127.07181626320600,37.53980549764970
6,,,,,,127.06841848135900,37.536203514548400
11,,,,,,127.06954992323600,37.53620285361680
12,,,,,,127.07407836423700,37.5389031003719
10,,,,,,127.07407747290800,37.53800210088180
13,,,,,,127.07407034370000,37.53079409999940
9,,,,,,127.07407301685500,37.533497101364100
14,,,,,,127.07407390798600,37.534398101543300
15,,,,,,127.07520079913800,37.52989238429810
18,,,,,,127.07520170371900,37.530793385005500
16,,,,,,127.07520351300300,37.532595386006800
22,,,,,,127.07520441770500,37.53349638630070
21,,,,,,127.0752053224470,37.534397386456800
17,,,,,,127.07633673686800,37.53439666053080
23,,,,,,127.07633765526200,37.535297660525600
20,,,,,,127.07520984676400,37.53890238516980
19,,,,,,127.07520894182000,37.538001385702900
1,,,,,,127.07634132924900,37.538901659126400
2,,,,,,127.07633857369800,37.536198660382600
3,,,,,,127.07633949217400,37.53709966010170
4,,,,,,127.07747094739100,37.53709892326470
